,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Squad,League
2593,Florian Grillitsch,at AUT,MF,28.0,6.7,0,6,1,16.7,0.9,0.15,0.0,0.0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Hoffenheim,Bundesliga
2594,Dennis Geiger,de GER,"MF,FW",26.0,8.2,0,5,1,20.0,0.61,0.12,0.0,0.0,24.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Hoffenheim,Bundesliga
2595,Gift Orban,ng NGA,FW,22.0,7.6,4,11,4,36.4,1.44,0.52,0.36,1.0,17.4,0,0,0,3.4,3.4,0.31,0.6,0.6,Matches,Hoffenheim,Bundesliga
2596,Finn Ole Becker,de GER,MF,24.0,7.4,0,4,2,50.0,0.54,0.27,0.0,0.0,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Hoffenheim,Bundesliga
2597,Bazoumana Touré,ci CIV,"FW,MF",18.0,6.8,0,19,5,26.3,2.81,0.74,0.0,0.0,17.6,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches,Hoffenheim,Bundesliga
2598,Haris Tabakovic,ba BIH,FW,30.0,9.1,3,30,10,33.3,3.29,1.1,0.1,0.3,11.2,0,0,0,3.3,3.3,0.11,-0.3,-0.3,Matches,Hoffenheim,Bundesliga
2599,David Jurásek,cz CZE,DF,23.0,6.9,0,5,2,40.0,0.73,0.29,0.0,0.0,27.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Hoffenheim,Bundesliga
2600,Luca Philipp,de GER,GK,23.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim,Bundesliga
2601,Diadie Samassékou,ml MLI,MF,28.0,3.2,0,3,1,33.3,0.93,0.31,0.0,0.0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Hoffenheim,Bundesliga
2602,Max Moerstedt,de GER,FW,,5.0,0,12,4,33.3,2.39,0.8,0.0,0.0,12.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,Hoffenheim,Bundesliga
2603,Tim Drexler,de GER,DF,19.0,4.0,0,2,2,100.0,0.5,0.5,0.0,0.0,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Hoffenheim,Bundesliga
2604,Jacob Bruun Larsen,dk DEN,"FW,MF",25.0,4.4,2,14,6,42.9,3.15,1.35,0.14,0.33,15.2,0,0,0,2.3,2.3,0.16,-0.3,-0.3,Matches,Hoffenheim,Bundesliga
2605,Umut Tohumcu,de GER,"MF,FW",19.0,4.2,0,3,1,33.3,0.72,0.24,0.0,0.0,26.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Hoffenheim,Bundesliga
2606,Mergim Berisha,de GER,"FW,MF",26.0,3.7,1,11,3,27.3,2.97,0.81,0.09,0.33,16.0,1,0,0,1.0,1.0,0.09,0.0,0.0,Matches,Hoffenheim,Bundesliga
2607,Erencan Yardimci,tr TUR,"FW,MF",22.0,3.5,0,6,1,16.7,1.73,0.29,0.0,0.0,9.3,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches,Hoffenheim,Bundesliga
2608,Robin Hranáč,cz CZE,DF,24.0,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim,Bundesliga
2609,Grischa Prömel,de GER,MF,29.0,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim,Bundesliga
2610,Florian Micheler,at AUT,MF,19.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim,Bundesliga
2611,Hannes Behrens,de GER,DF,,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim,Bundesliga
2612,David Mokwa,fr FRA,"DF,FW",20.0,0.2,0,2,2,100.0,8.18,8.18,0.0,0.0,5.4,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches,Hoffenheim,Bundesliga
2613,Paul Hennrich,de GER,MF,19.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim,Bundesliga
2614,Ihlas Bebou,tg TOG,MF,30.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim,Bundesliga
2615,Timo Becker,de GER,DF,27.0,27.2,0,17,4,23.5,0.63,0.15,0.0,0.0,18.4,1,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches,Holstein-Kiel,Bundesliga
2616,Nicolai Remberg,de GER,MF,24.0,26.9,0,24,2,8.3,0.89,0.07,0.0,0.0,17.9,0,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches,Holstein-Kiel,Bundesliga
2617,Timon Weiner,de GER,GK,25.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Holstein-Kiel,Bundesliga
2618,Shuto Machino,jp JPN,"FW,MF",24.0,21.7,11,49,21,42.9,2.26,0.97,0.18,0.43,17.2,4,2,2,6.5,4.9,0.1,4.5,4.1,Matches,Holstein-Kiel,Bundesliga
2619,Armin Gigovic,ba BIH,MF,22.0,21.1,5,26,10,38.5,1.23,0.47,0.19,0.5,19.0,1,0,0,1.9,1.9,0.07,3.1,3.1,Matches,Holstein-Kiel,Bundesliga
2620,Magnus Knudsen,no NOR,MF,23.0,20.6,0,12,4,33.3,0.58,0.19,0.0,0.0,26.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,Holstein-Kiel,Bundesliga
2621,Lasse Rosenboom,de GER,DF,22.0,19.3,2,12,5,41.7,0.62,0.26,0.17,0.4,12.7,0,0,0,1.9,1.9,0.16,0.1,0.1,Matches,Holstein-Kiel,Bundesliga
2622,Finn Porath,de GER,"DF,MF",27.0,21.9,2,29,12,41.4,1.32,0.55,0.07,0.17,21.4,0,0,0,1.9,1.8,0.09,0.1,0.2,Matches,Holstein-Kiel,Bundesliga
2623,Marko Ivezić,rs SRB,DF,22.0,18.4,0,7,0,0.0,0.38,0.0,0.0,,13.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,Holstein-Kiel,Bundesliga
2624,David Zec,si SVN,DF,24.0,17.1,2,11,5,45.5,0.64,0.29,0.18,0.4,14.3,0,0,0,1.2,1.2,0.11,0.8,0.8,Matches,Holstein-Kiel,Bundesliga
2625,Phil Harres,de GER,FW,22.0,17.2,8,37,17,45.9,2.16,0.99,0.22,0.47,12.7,0,0,0,5.9,5.9,0.16,2.1,2.1,Matches,Holstein-Kiel,Bundesliga
2626,Marco Komenda,hr CRO,DF,27.0,14.5,0,3,0,0.0,0.21,0.0,0.0,,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Holstein-Kiel,Bundesliga
2627,Steven Skrzybski,de GER,"MF,FW",31.0,14.7,6,32,12,37.5,2.18,0.82,0.16,0.42,20.2,0,1,1,3.5,2.7,0.09,2.5,2.3,Matches,Holstein-Kiel,Bundesliga
2628,Alexander Bernhardsson,se SWE,"FW,MF",25.0,14.0,7,27,14,51.9,1.92,1.0,0.26,0.5,17.5,0,0,0,4.1,4.1,0.15,2.9,2.9,Matches,Holstein-Kiel,Bundesliga
2629,Max Geschwill,de GER,DF,23.0,14.2,1,9,2,22.2,0.63,0.14,0.11,0.5,12.8,0,0,0,0.9,0.9,0.1,0.1,0.1,Matches,Holstein-Kiel,Bundesliga
2630,Lewis Holtby,de GER,MF,33.0,13.8,0,7,0,0.0,0.51,0.0,0.0,,25.3,2,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,Holstein-Kiel,Bundesliga
2631,Patrick Erras,de GER,DF,29.0,9.2,1,8,1,12.5,0.87,0.11,0.13,1.0,10.0,0,0,0,0.9,0.9,0.11,0.1,0.1,Matches,Holstein-Kiel,Bundesliga
2632,Thomas Dähne,de GER,GK,30.0,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Holstein-Kiel,Bundesliga
2633,John Tolkin,us USA,"DF,MF",22.0,8.2,0,3,0,0.0,0.37,0.0,0.0,,37.9,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Holstein-Kiel,Bundesliga
2634,Benedikt Pichler,at AUT,FW,27.0,8.7,1,20,9,45.0,2.29,1.03,0.05,0.11,13.8,0,0,0,2.3,2.3,0.11,-1.3,-1.3,Matches,Holstein-Kiel,Bundesliga
2635,Carl Johansson,se SWE,DF,30.0,6.3,0,1,1,100.0,0.16,0.16,0.0,0.0,10.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,Holstein-Kiel,Bundesliga
2636,Tymoteusz Puchacz,pl POL,DF,25.0,4.4,0,4,1,25.0,0.91,0.23,0.0,0.0,21.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Holstein-Kiel,Bundesliga
2637,Dominik Javorček,sk SVK,"DF,MF",21.0,4.3,0,1,0,0.0,0.23,0.0,0.0,,22.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Holstein-Kiel,Bundesliga
2638,Jann-Fiete Arp,de GER,"FW,MF",24.0,7.9,2,20,9,45.0,2.52,1.14,0.05,0.11,21.3,3,1,2,3.8,2.2,0.11,-1.8,-1.2,Matches,Holstein-Kiel,Bundesliga
2639,Marvin Schulz,de GER,"MF,DF",29.0,3.4,0,3,1,33.3,0.88,0.29,0.0,0.0,28.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Holstein-Kiel,Bundesliga
2640,Andu Kelati,de GER,"MF,DF",21.0,3.2,1,6,3,50.0,1.87,0.94,0.17,0.33,13.3,0,0,0,0.9,0.9,0.14,0.1,0.1,Matches,Holstein-Kiel,Bundesliga
2641,Ivan Nekić,hr CRO,DF,23.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Holstein-Kiel,Bundesliga
2642,Jonathan Tah,de GER,DF,28.0,33.0,3,24,7,29.2,0.73,0.21,0.13,0.43,14.0,0,0,0,1.1,1.1,0.05,1.9,1.9,Matches,Bayer-Leverkusen,Bundesliga
2643,Granit Xhaka,ch SUI,MF,31.0,32.1,2,21,3,14.3,0.65,0.09,0.1,0.67,24.6,1,0,0,0.9,0.9,0.04,1.1,1.1,Matches,Bayer-Leverkusen,Bundesliga
2644,Álex Grimaldo,es ESP,DF,28.0,29.3,2,44,13,29.5,1.5,0.44,0.05,0.15,21.8,8,0,0,2.5,2.5,0.06,-0.5,-0.5,Matches,Bayer-Leverkusen,Bundesliga
2645,Lukáš Hrádecký,fi FIN,GK,34.0,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Bayer-Leverkusen,Bundesliga
2646,Edmond Tapsoba,bf BFA,DF,25.0,27.9,0,21,2,9.5,0.75,0.07,0.0,0.0,19.4,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches,Bayer-Leverkusen,Bundesliga
2647,Piero Hincapié,ec ECU,DF,22.0,29.7,2,22,3,13.6,0.74,0.1,0.09,0.67,13.4,0,0,0,2.9,2.9,0.13,-0.9,-0.9,Matches,Bayer-Leverkusen,Bundesliga
2648,Florian Wirtz,de GER,"MF,FW",21.0,26.1,10,74,35,47.3,2.83,1.34,0.11,0.23,19.7,1,2,4,9.4,6.1,0.08,0.6,1.9,Matches,Bayer-Leverkusen,Bundesliga
2649,Jeremie Frimpong,nl NED,"DF,MF",23.0,25.7,5,34,16,47.1,1.32,0.62,0.15,0.31,14.6,0,0,0,4.1,4.1,0.12,0.9,0.9,Matches,Bayer-Leverkusen,Bundesliga
2650,Patrik Schick,cz CZE,FW,28.0,18.7,21,68,32,47.1,3.63,1.71,0.29,0.63,11.8,0,1,1,12.7,11.9,0.17,8.3,8.1,Matches,Bayer-Leverkusen,Bundesliga
2651,Robert Andrich,de GER,"MF,DF",29.0,17.8,2,21,5,23.8,1.18,0.28,0.1,0.4,21.9,0,0,0,1.3,1.3,0.06,0.7,0.7,Matches,Bayer-Leverkusen,Bundesliga
2652,Aleix García,es ESP,MF,27.0,16.2,3,15,5,33.3,0.93,0.31,0.2,0.6,22.5,2,0,0,1.0,1.0,0.06,2.0,2.0,Matches,Bayer-Leverkusen,Bundesliga
2653,Nathan Tella,ng NGA,"MF,FW",25.0,15.1,2,28,10,35.7,1.85,0.66,0.07,0.2,15.5,0,0,0,3.1,3.1,0.11,-1.1,-1.1,Matches,Bayer-Leverkusen,Bundesliga
2654,Victor Boniface,ng NGA,FW,23.0,11.2,8,50,17,34.0,4.46,1.52,0.16,0.47,14.5,0,0,1,7.8,7.1,0.14,0.2,0.9,Matches,Bayer-Leverkusen,Bundesliga
2655,Exequiel Palacios,ar ARG,MF,25.0,12.8,1,13,8,61.5,1.01,0.62,0.08,0.13,18.6,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches,Bayer-Leverkusen,Bundesliga
2656,Nordi Mukiele,fr FRA,DF,26.0,10.0,1,7,3,42.9,0.7,0.3,0.14,0.33,15.8,0,0,0,1.4,1.4,0.2,-0.4,-0.4,Matches,Bayer-Leverkusen,Bundesliga
2657,Arthur,br BRA,DF,21.0,8.4,0,1,0,0.0,0.12,0.0,0.0,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,Bayer-Leverkusen,Bundesliga
2658,Martin Terrier,fr FRA,"MF,FW",27.0,6.5,2,16,6,37.5,2.47,0.92,0.13,0.33,13.6,0,0,0,2.4,2.4,0.15,-0.4,-0.4,Matches,Bayer-Leverkusen,Bundesliga
2659,Amine Adli,ma MAR,"MF,FW",24.0,8.5,2,20,7,35.0,2.35,0.82,0.1,0.29,13.1,0,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches,Bayer-Leverkusen,Bundesliga
2660,Matej Kovar,cz CZE,GK,24.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Bayer-Leverkusen,Bundesliga
2661,Jonas Hofmann,de GER,"MF,DF",32.0,4.0,2,9,5,55.6,2.28,1.26,0.22,0.4,18.0,0,0,0,1.0,1.0,0.11,1.0,1.0,Matches,Bayer-Leverkusen,Bundesliga
2662,Mario Hermoso,es ESP,DF,29.0,3.3,0,4,0,0.0,1.23,0.0,0.0,,9.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,Bayer-Leverkusen,Bundesliga
2663,Emi Buendía,ar ARG,MF,27.0,2.9,2,7,4,57.1,2.45,1.4,0.29,0.5,16.0,0,0,0,0.9,0.9,0.13,1.1,1.1,Matches,Bayer-Leverkusen,Bundesliga
2664,Jeanuël Belocian,fr FRA,"DF,MF",19.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Bayer-Leverkusen,Bundesliga
2665,Kaishu Sano,jp JPN,MF,23.0,33.8,0,20,2,10.0,0.59,0.06,0.0,0.0,20.2,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches,Mainz-05,Bundesliga
2666,Anthony Caci,fr FRA,DF,27.0,29.8,1,32,12,37.5,1.07,0.4,0.03,0.08,16.3,1,0,0,3.1,3.1,0.1,-2.1,-2.1,Matches,Mainz-05,Bundesliga
2667,Robin Zentner,de GER,GK,29.0,32.0,0,1,0,0.0,0.03,0.0,0.0,,13.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Mainz-05,Bundesliga
2668,Phillipp Mwene,at AUT,DF,30.0,29.0,1,21,4,19.0,0.72,0.14,0.05,0.25,16.4,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches,Mainz-05,Bundesliga
2669,Lee Jae-sung,kr KOR,MF,31.0,29.4,7,40,15,37.5,1.36,0.51,0.18,0.47,10.8,0,0,0,5.3,5.3,0.13,1.7,1.7,Matches,Mainz-05,Bundesliga
2670,Nadiem Amiri,de GER,MF,27.0,27.5,7,60,24,40.0,2.18,0.87,0.08,0.21,24.7,10,2,2,5.5,3.9,0.07,1.5,1.1,Matches,Mainz-05,Bundesliga
2671,Dominik Kohr,de GER,"DF,MF",30.0,25.5,2,13,5,38.5,0.51,0.2,0.15,0.4,19.6,0,0,0,1.6,1.6,0.14,0.4,0.4,Matches,Mainz-05,Bundesliga
2672,Jonathan Burkardt,de GER,FW,24.0,23.4,18,70,28,40.0,2.99,1.19,0.23,0.57,13.6,0,2,2,14.8,13.2,0.19,3.2,2.8,Matches,Mainz-05,Bundesliga
2673,Paul Nebel,de GER,MF,21.0,26.1,10,44,18,40.9,1.69,0.69,0.23,0.56,17.1,0,0,0,5.8,5.8,0.13,4.2,4.2,Matches,Mainz-05,Bundesliga
2674,Danny da Costa,de GER,DF,31.0,22.3,0,5,1,20.0,0.22,0.04,0.0,0.0,31.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Mainz-05,Bundesliga
2675,Moritz Jenz,de GER,DF,25.0,17.8,0,10,4,40.0,0.56,0.23,0.0,0.0,9.0,0,0,0,1.6,1.6,0.16,-1.6,-1.6,Matches,Mainz-05,Bundesliga
2676,Stefan Bell,de GER,DF,32.0,16.0,0,12,3,25.0,0.75,0.19,0.0,0.0,11.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,Mainz-05,Bundesliga
2677,Andreas Hanche-Olsen,no NOR,DF,27.0,14.3,1,12,2,16.7,0.84,0.14,0.08,0.5,11.8,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches,Mainz-05,Bundesliga
2678,Nelson Weiper,de GER,"FW,MF",19.0,7.8,3,22,12,54.5,2.81,1.53,0.14,0.25,12.8,0,0,0,4.1,4.1,0.19,-1.1,-1.1,Matches,Mainz-05,Bundesliga
2679,Maxim Leitsch,de GER,DF,26.0,7.5,1,6,1,16.7,0.8,0.13,0.17,1.0,12.4,0,0,0,1.2,1.2,0.2,-0.2,-0.2,Matches,Mainz-05,Bundesliga
2680,Armindo Sieb,de GER,"FW,MF",21.0,8.5,2,29,7,24.1,3.43,0.83,0.07,0.29,16.3,0,0,0,2.8,2.8,0.1,-0.8,-0.8,Matches,Mainz-05,Bundesliga
2681,Hong Hyunseok,kr KOR,MF,25.0,5.9,0,5,2,40.0,0.85,0.34,0.0,0.0,10.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches,Mainz-05,Bundesliga
2682,Silvan Widmer,ch SUI,DF,31.0,5.6,0,3,1,33.3,0.54,0.18,0.0,0.0,12.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,Mainz-05,Bundesliga
2683,Nikolas Veratschnig,at AUT,"DF,MF",21.0,4.0,0,7,1,14.3,1.73,0.25,0.0,0.0,19.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Mainz-05,Bundesliga
2684,Lasse Rieß,de GER,GK,23.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz-05,Bundesliga
2685,Karim Onisiwo,at AUT,"MF,FW",32.0,1.2,0,3,0,0.0,2.45,0.0,0.0,,13.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Mainz-05,Bundesliga
2686,Arnaud Nordin,fr FRA,"DF,MF",26.0,0.9,0,1,0,0.0,1.13,0.0,0.0,,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Mainz-05,Bundesliga
2687,Aymen Barkok,ma MAR,MF,26.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz-05,Bundesliga
2688,Lennard Maloney,us USA,MF,24.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz-05,Bundesliga
2689,Gabriel Vidovic,hr CRO,MF,20.0,0.0,0,1,0,0.0,22.5,0.0,0.0,,13.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Mainz-05,Bundesliga
2690,Péter Gulácsi,hu HUN,GK,34.0,29.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,RB-Leipzig,Bundesliga
2691,Benjamin Šeško,si SVN,"FW,MF",21.0,26.4,13,66,29,43.9,2.5,1.1,0.17,0.38,17.5,0,2,2,10.0,8.4,0.13,3.0,2.6,Matches,RB-Leipzig,Bundesliga
2692,Loïs Openda,be BEL,"FW,MF",24.0,27.3,9,77,31,40.3,2.83,1.14,0.12,0.29,16.8,2,0,1,9.0,8.2,0.11,0.0,0.8,Matches,RB-Leipzig,Bundesliga
2693,Willi Orban,hu HUN,DF,31.0,24.7,5,22,7,31.8,0.89,0.28,0.23,0.71,8.3,0,0,0,4.0,4.0,0.18,1.0,1.0,Matches,RB-Leipzig,Bundesliga
2694,Xavi Simons,nl NED,MF,21.0,23.9,10,50,23,46.0,2.09,0.96,0.2,0.43,19.4,4,0,0,5.1,5.1,0.1,4.9,4.9,Matches,RB-Leipzig,Bundesliga
2695,David Raum,de GER,DF,26.0,19.8,1,9,4,44.4,0.45,0.2,0.11,0.25,17.9,3,0,0,0.5,0.5,0.05,0.5,0.5,Matches,RB-Leipzig,Bundesliga
2696,Nicolas Seiwald,at AUT,"MF,DF",23.0,23.2,0,5,0,0.0,0.22,0.0,0.0,,26.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,RB-Leipzig,Bundesliga
2697,Lukas Klostermann,de GER,DF,28.0,20.4,1,4,2,50.0,0.2,0.1,0.25,0.5,14.5,0,0,0,0.3,0.3,0.08,0.7,0.7,Matches,RB-Leipzig,Bundesliga
2698,Christoph Baumgartner,at AUT,MF,24.0,17.9,2,39,15,38.5,2.18,0.84,0.05,0.13,14.2,0,0,0,4.5,4.5,0.12,-2.5,-2.5,Matches,RB-Leipzig,Bundesliga
2699,Kevin Kampl,si SVN,MF,33.0,17.7,1,7,2,28.6,0.4,0.11,0.14,0.5,18.0,0,0,0,0.8,0.8,0.12,0.2,0.2,Matches,RB-Leipzig,Bundesliga
2700,Castello Lukeba,fr FRA,DF,21.0,17.5,0,4,1,25.0,0.23,0.06,0.0,0.0,15.6,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches,RB-Leipzig,Bundesliga
2701,Arthur Vermeeren,be BEL,MF,19.0,17.5,0,4,1,25.0,0.23,0.06,0.0,0.0,17.9,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,RB-Leipzig,Bundesliga
2702,Lutsharel Geertruida,nl NED,DF,24.0,17.3,1,8,1,12.5,0.46,0.06,0.13,1.0,15.2,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches,RB-Leipzig,Bundesliga
2703,Antonio Nusa,no NOR,"MF,DF",19.0,17.3,3,24,7,29.2,1.39,0.4,0.13,0.43,19.0,0,0,0,1.6,1.6,0.07,1.4,1.4,Matches,RB-Leipzig,Bundesliga
2704,Amadou Haidara,ml MLI,MF,26.0,14.7,0,18,1,5.6,1.23,0.07,0.0,0.0,18.6,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches,RB-Leipzig,Bundesliga
2705,Ridle Baku,de GER,"DF,MF",26.0,14.2,2,17,5,29.4,1.2,0.35,0.12,0.4,16.7,0,0,0,1.4,1.4,0.08,0.6,0.6,Matches,RB-Leipzig,Bundesliga
2706,El Chadaille Bitshiabu,fr FRA,DF,19.0,12.6,0,5,3,60.0,0.4,0.24,0.0,0.0,10.9,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,RB-Leipzig,Bundesliga
2707,Benjamin Henrichs,de GER,DF,27.0,10.4,0,11,1,9.1,1.06,0.1,0.0,0.0,22.1,1,0,0,0.5,0.4,0.04,-0.5,-0.4,Matches,RB-Leipzig,Bundesliga
2708,Kosta Nedeljković,rs SRB,DF,18.0,5.3,0,4,0,0.0,0.75,0.0,0.0,,16.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,RB-Leipzig,Bundesliga
2709,Maarten Vandevoordt,be BEL,GK,22.0,4.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,RB-Leipzig,Bundesliga
2710,Yussuf Poulsen,dk DEN,"FW,MF",30.0,4.2,2,15,8,53.3,3.57,1.9,0.13,0.25,9.4,0,0,0,3.3,3.3,0.23,-1.3,-1.3,Matches,RB-Leipzig,Bundesliga
2711,Xaver Schlager,at AUT,MF,26.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,22.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,RB-Leipzig,Bundesliga
2712,Tidiam Gomis,fr FRA,"MF,FW",17.0,1.7,0,5,1,20.0,2.96,0.59,0.0,0.0,16.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,RB-Leipzig,Bundesliga
2713,Mohamed Simakan,fr FRA,DF,24.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,RB-Leipzig,Bundesliga
2714,André Silva,pt POR,"FW,MF",28.0,1.5,1,7,2,28.6,4.77,1.36,0.0,0.0,21.1,1,1,1,1.3,0.5,0.07,-0.3,-0.5,Matches,RB-Leipzig,Bundesliga
2715,Assan Ouedraogo,de GER,MF,18.0,0.6,0,1,0,0.0,1.8,0.0,0.0,,22.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,RB-Leipzig,Bundesliga
2716,Elif Elmas,mk MKD,MF,24.0,0.5,0,2,0,0.0,4.09,0.0,0.0,,10.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches,RB-Leipzig,Bundesliga
2717,Viggo Gebel,de GER,MF,16.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,RB-Leipzig,Bundesliga
2718,Faik Sakar,de GER,MF,16.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,RB-Leipzig,Bundesliga
2719,Hauke Wahl,de GER,DF,30.0,33.0,0,11,4,36.4,0.33,0.12,0.0,0.0,11.4,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches,St-Pauli,Bundesliga
2720,Nikola Vasilj,ba BIH,GK,28.0,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,St-Pauli,Bundesliga
2721,Philipp Treu,de GER,"MF,DF",23.0,32.0,0,19,4,21.1,0.59,0.12,0.0,0.0,16.5,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,St-Pauli,Bundesliga
2722,Eric Smith,se SWE,"DF,MF",27.0,31.4,1,24,9,37.5,0.76,0.29,0.04,0.11,25.0,11,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches,St-Pauli,Bundesliga
2723,Jackson Irvine,au AUS,MF,31.0,29.0,0,41,12,29.3,1.41,0.41,0.0,0.0,11.6,0,0,0,3.2,3.0,0.07,-3.2,-3.0,Matches,St-Pauli,Bundesliga
2724,Manolis Saliakas,gr GRE,"MF,DF",27.0,25.7,2,29,6,20.7,1.13,0.23,0.07,0.33,22.3,0,0,0,1.5,1.5,0.05,0.5,0.5,Matches,St-Pauli,Bundesliga
2725,David Nemeth,at AUT,DF,23.0,23.7,0,5,1,20.0,0.21,0.04,0.0,0.0,18.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,St-Pauli,Bundesliga
2726,Johannes Eggestein,de GER,FW,26.0,20.6,3,34,10,29.4,1.65,0.49,0.06,0.2,15.7,0,1,2,4.7,3.1,0.09,-1.7,-1.1,Matches,St-Pauli,Bundesliga
