,Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Squad,League
1588,Keita Baldé,sn SEN,FW,30-065,5.4,202,0,9,114,81,11,202,13,4,30.8,6,46.2,157,959,491,14,12,2,17,12,179,23,Matches,Monza,Serie-A
1589,Tomás Palacios,ar ARG,DF,22-014,4.4,333,49,182,141,16,1,333,7,6,85.7,1,14.3,232,1027,568,3,1,0,2,3,239,2,Matches,Monza,Serie-A
1590,Silvère Ganvoula M'Boussy,cg CGO,FW,28-324,3.6,103,4,7,61,36,11,103,8,2,25.0,5,62.5,73,325,84,3,4,3,18,8,83,21,Matches,Monza,Serie-A
1591,Samuele Vignato,it ITA,MF,21-077,5.2,214,5,27,101,90,7,214,13,4,30.8,9,69.2,139,729,269,5,8,1,8,10,163,30,Matches,Monza,Serie-A
1592,Stefan Lekovic,rs SRB,DF,21-123,4.1,225,16,108,101,17,2,225,3,2,66.7,1,33.3,128,502,237,4,0,0,3,0,156,2,Matches,Monza,Serie-A
1593,Kevin Zeroli,it ITA,MF,20-121,3.8,131,10,43,61,28,9,131,1,0,0.0,1,100.0,78,302,113,2,2,0,9,3,84,8,Matches,Monza,Serie-A
1594,Andrea Petagna,it ITA,FW,29-316,3.4,94,1,15,51,28,11,94,4,2,50.0,2,50.0,59,300,80,2,2,1,8,4,67,13,Matches,Monza,Serie-A
1595,Arvid Brorsson,se SWE,DF,26-004,3.0,201,42,149,53,0,0,201,0,0,,0,,105,412,158,0,0,0,1,1,119,0,Matches,Monza,Serie-A
1596,Stefano Sensi,it ITA,MF,29-280,2.7,264,6,65,159,42,1,263,6,4,66.7,1,16.7,194,968,427,2,3,0,1,2,205,4,Matches,Monza,Serie-A
1597,Omari Forson,eng ENG,"MF,FW",20-296,2.5,140,0,15,57,69,2,140,9,6,66.7,2,22.2,103,787,426,14,14,1,8,6,111,18,Matches,Monza,Serie-A
1598,Kevin Martins,it ITA,"MF,DF",20-101,2.0,80,3,30,30,22,2,80,6,4,66.7,2,33.3,51,344,144,3,2,2,8,1,49,10,Matches,Monza,Serie-A
1599,Mirko Marić,hr CRO,"FW,MF",29-361,1.2,54,1,9,26,19,6,54,1,1,100.0,0,0.0,25,103,51,1,0,0,3,1,40,8,Matches,Monza,Serie-A
1600,Roberto Gagliardini,it ITA,"MF,DF",31-035,2.0,141,7,30,102,10,1,141,2,1,50.0,1,50.0,101,567,280,5,1,0,4,4,106,3,Matches,Monza,Serie-A
1601,Mattia Valoti,it ITA,MF,31-248,0.4,27,2,12,13,2,0,27,0,0,,0,,7,29,16,0,0,0,0,1,12,0,Matches,Monza,Serie-A
1602,Amir Rrahmani,xk KVX,DF,31-077,35.8,2965,263,1285,1575,112,32,2965,5,3,60.0,2,40.0,1746,8324,4705,27,18,0,9,6,2110,2,Matches,Napoli,Serie-A
1603,Giovanni Di Lorenzo,it ITA,DF,31-281,35.0,2359,109,635,1126,606,65,2359,29,4,13.8,18,62.1,1131,4749,2533,48,31,6,27,14,1568,156,Matches,Napoli,Serie-A
1604,Romelu Lukaku,be BEL,FW,31-364,29.9,698,17,33,300,368,136,694,24,5,20.8,17,70.8,360,1487,585,27,11,21,52,49,562,206,Matches,Napoli,Serie-A
1605,Alex Meret,it ITA,GK,28-051,31.4,1211,947,1204,7,0,0,1211,0,0,,0,,723,3230,1777,0,0,0,1,0,719,0,Matches,Napoli,Serie-A
1606,Matteo Politano,it ITA,"FW,MF",31-282,29.6,1470,47,223,495,761,85,1470,75,31,41.3,34,45.3,864,5966,3077,127,54,35,45,23,1063,265,Matches,Napoli,Serie-A
1607,Scott McTominay,sct SCO,MF,28-155,30.6,1224,50,217,670,360,99,1224,83,37,44.6,35,42.2,672,3789,1800,50,36,13,66,42,876,122,Matches,Napoli,Serie-A
1608,Stanislav Lobotka,sk SVK,MF,30-168,29.3,1967,105,546,1144,294,9,1967,11,8,72.7,3,27.3,1123,5350,2074,30,24,2,13,12,1460,32,Matches,Napoli,Serie-A
1609,Andre-Frank Zambo Anguissa,cm CMR,MF,29-177,29.8,1699,54,296,990,431,69,1699,44,24,54.5,17,38.6,853,3811,1377,21,25,7,46,32,1236,113,Matches,Napoli,Serie-A
1610,Mathías Olivera,uy URU,DF,27-193,24.3,1713,87,566,872,287,40,1713,16,5,31.3,9,56.3,852,3974,2162,41,20,6,27,13,1074,62,Matches,Napoli,Serie-A
1611,Alessandro Buongiorno,it ITA,DF,25-340,21.4,1489,125,655,788,55,15,1489,7,1,14.3,3,42.9,902,4549,2741,27,7,1,13,8,1059,8,Matches,Napoli,Serie-A
1612,Leonardo Spinazzola,it ITA,"DF,FW",32-048,15.0,936,36,218,418,308,31,936,60,25,41.7,28,46.7,537,4022,2259,74,58,20,15,15,600,73,Matches,Napoli,Serie-A
1613,Khvicha Kvaratskhelia,ge GEO,"FW,MF",24-089,13.1,659,2,55,275,342,74,658,72,19,26.4,42,58.3,405,3292,1912,74,51,37,25,21,471,89,Matches,Napoli,Serie-A
1614,David Neres,br BRA,FW,28-070,13.7,688,8,65,273,372,55,688,70,32,45.7,33,47.1,422,3643,1826,70,36,27,35,23,488,133,Matches,Napoli,Serie-A
1615,Juan Jesus,br BRA,DF,33-336,11.9,952,79,392,555,8,3,952,0,0,,0,,589,2476,1243,3,2,0,4,1,712,2,Matches,Napoli,Serie-A
1616,Billy Gilmour,sct SCO,MF,23-335,11.3,846,39,215,498,134,3,846,8,5,62.5,3,37.5,445,1788,808,10,9,0,8,5,650,12,Matches,Napoli,Serie-A
1617,Giacomo Raspadori,it ITA,"FW,MF",25-083,10.6,469,7,52,210,211,48,469,12,7,58.3,3,25.0,234,1115,433,16,6,4,22,9,288,47,Matches,Napoli,Serie-A
1618,Pasquale Mazzocchi,it ITA,"DF,FW",29-289,7.7,374,27,116,139,126,10,374,17,10,58.8,4,23.5,205,1267,707,20,13,2,13,11,221,42,Matches,Napoli,Serie-A
1619,Elia Caprile,it ITA,GK,23-260,3.6,105,79,105,0,0,0,105,0,0,,0,,44,234,161,0,0,0,0,0,62,0,Matches,Napoli,Serie-A
1620,Giovanni Simeone,ar ARG,FW,29-311,4.4,188,8,20,79,94,22,188,12,6,50.0,6,50.0,106,604,285,11,9,2,20,13,136,28,Matches,Napoli,Serie-A
1621,Cyril Ngonge,be BEL,FW,24-351,2.2,141,2,14,54,74,10,141,21,7,33.3,10,47.6,89,563,256,6,5,4,4,7,106,36,Matches,Napoli,Serie-A
1622,Philip Billing,dk DEN,MF,28-335,1.9,118,6,24,63,33,5,118,3,2,66.7,1,33.3,51,205,51,0,0,0,0,1,74,7,Matches,Napoli,Serie-A
1623,Rafa Marín,es ESP,DF,22-358,1.6,131,10,56,72,4,2,131,0,0,,0,,78,355,188,2,2,0,1,0,108,0,Matches,Napoli,Serie-A
1624,Simone Scuffet,it ITA,GK,28-346,1.0,46,45,46,0,0,0,46,0,0,,0,,27,156,51,0,0,0,0,0,18,0,Matches,Napoli,Serie-A
1625,Noah Okafor,ch SUI,"FW,MF",24-353,0.4,29,0,7,10,13,6,29,7,2,28.6,4,57.1,15,178,117,7,2,3,2,2,18,6,Matches,Napoli,Serie-A
1626,Michael Folorunsho,it ITA,"FW,MF",27-094,0.4,26,0,3,17,7,1,26,3,0,0.0,3,100.0,6,57,10,0,0,0,2,0,13,2,Matches,Napoli,Serie-A
1627,Walid Cheddira,ma MAR,FW,27-110,0.1,3,0,0,1,2,0,3,0,0,,0,,1,3,0,0,0,0,0,0,2,1,Matches,Napoli,Serie-A
1628,Alessio Zerbin,it ITA,"FW,DF",26-070,0.0,3,0,3,0,0,0,3,1,0,0.0,1,100.0,0,0,0,0,0,0,0,0,0,0,Matches,Napoli,Serie-A
1629,Zion Suzuki,jp JPN,GK,22-264,34.8,1519,1244,1509,11,0,0,1519,0,0,,0,,922,4788,3075,0,0,0,1,0,717,0,Matches,Parma,Serie-A
1630,Simon Sohm,ch SUI,MF,24-031,31.4,1397,40,245,861,309,41,1397,29,12,41.4,11,37.9,840,4807,2761,63,52,10,33,21,996,60,Matches,Parma,Serie-A
1631,Emanuele Valeri,it ITA,DF,26-156,30.5,1469,101,454,561,470,31,1468,47,12,25.5,31,66.0,719,3864,2257,73,44,7,40,5,716,102,Matches,Parma,Serie-A
1632,Enrico Del Prato,it ITA,DF,25-183,30.7,1765,223,809,751,211,31,1765,4,2,50.0,1,25.0,984,3770,1862,8,9,3,11,3,1044,28,Matches,Parma,Serie-A
1633,Ange-Yoan Bonny,fr FRA,FW,21-199,26.2,832,13,63,381,406,101,829,63,31,49.2,26,41.3,491,2491,1018,35,34,14,78,66,591,150,Matches,Parma,Serie-A
1634,Dennis Man,ro ROU,"FW,MF",26-259,22.2,1027,8,100,426,517,87,1027,75,25,33.3,45,60.0,665,4491,1914,67,40,31,44,31,741,142,Matches,Parma,Serie-A
1635,Mandela Keita,be BEL,MF,23-002,19.2,870,44,234,527,125,0,870,30,16,53.3,9,30.0,543,2654,1098,12,18,0,30,17,561,5,Matches,Parma,Serie-A
1636,Botond Balogh,hu HUN,DF,22-340,20.8,1155,240,701,436,22,7,1155,0,0,,0,,608,2684,1396,7,3,0,9,1,691,1,Matches,Parma,Serie-A
1637,Matteo Cancellieri,it ITA,"FW,MF",23-089,15.8,530,20,103,210,229,39,530,70,28,40.0,33,47.1,314,2108,1025,40,20,16,34,24,348,79,Matches,Parma,Serie-A
1638,Adrian Bernabe,es ESP,MF,23-351,15.1,1059,37,233,610,231,7,1059,33,15,45.5,13,39.4,704,3554,2154,34,38,2,12,11,760,18,Matches,Parma,Serie-A
1639,Lautaro Valenti,ar ARG,DF,26-118,16.3,952,159,537,389,27,11,952,1,0,0.0,1,100.0,530,1998,845,1,2,0,7,0,590,2,Matches,Parma,Serie-A
1640,Valentin Mihaila,ro ROU,"FW,MF",25-099,14.3,582,5,58,226,311,31,582,27,10,37.0,14,51.9,332,1995,835,25,26,11,29,20,389,72,Matches,Parma,Serie-A
1641,Hernani,br BRA,MF,31-046,13.4,722,25,143,383,212,14,719,23,7,30.4,7,30.4,393,2251,1109,27,32,3,19,12,445,33,Matches,Parma,Serie-A
1642,Giovanni Leoni,it ITA,DF,18-142,12.6,754,85,396,334,27,5,754,3,3,100.0,0,0.0,447,1834,802,0,2,0,6,2,484,5,Matches,Parma,Serie-A
1643,Woyo Coulibaly,fr FRA,DF,25-357,12.0,706,34,213,388,110,12,706,17,8,47.1,8,47.1,404,2492,1389,36,15,9,19,11,439,23,Matches,Parma,Serie-A
1644,Antoine Hainaut,fr FRA,"DF,MF",23-083,12.6,644,50,188,286,178,11,644,26,13,50.0,11,42.3,315,1691,836,22,14,3,21,9,336,33,Matches,Parma,Serie-A
1645,Pontus Almqvist,se SWE,"FW,MF",25-306,12.4,462,11,67,154,253,53,462,50,20,40.0,28,56.0,298,2165,1059,42,18,22,31,13,320,85,Matches,Parma,Serie-A
1646,Alessandro Vogliacco,it ITA,DF,26-240,8.6,551,64,283,260,12,3,551,1,1,100.0,0,0.0,370,1561,873,2,1,0,4,0,395,0,Matches,Parma,Serie-A
1647,Nahuel Estévez,ar ARG,MF,29-179,7.2,372,32,104,205,65,2,372,2,2,100.0,0,0.0,147,451,176,3,0,0,3,4,198,4,Matches,Parma,Serie-A
1648,Mateo Pellegrino,ar ARG,FW,24-072,6.3,206,6,14,96,98,32,206,6,2,33.3,4,66.7,126,408,102,3,3,2,25,10,164,27,Matches,Parma,Serie-A
1649,Alessandro Circati,au AUS,DF,21-214,4.0,219,57,135,83,1,0,219,0,0,,0,,98,406,210,1,0,0,3,2,125,0,Matches,Parma,Serie-A
1650,Mohamed Haj,tn TUN,MF,20-047,5.0,207,10,30,86,95,18,207,14,4,28.6,10,71.4,122,487,192,6,3,4,10,1,135,28,Matches,Parma,Serie-A
1651,Jacob Ondrejka,se SWE,"MF,FW",22-252,4.1,168,3,27,66,77,15,168,7,6,85.7,1,14.3,94,504,292,10,11,6,8,3,95,19,Matches,Parma,Serie-A
1652,Milan Đurić,ba BIH,FW,34-355,2.9,98,2,9,41,48,17,98,1,1,100.0,0,0.0,38,78,18,0,0,0,2,2,78,6,Matches,Parma,Serie-A
1653,Adrian Benedyczak,pl POL,"FW,MF",24-169,2.4,79,7,17,35,27,4,79,2,0,0.0,2,100.0,44,176,80,3,2,0,5,3,60,12,Matches,Parma,Serie-A
1654,Yordan Osorio,ve VEN,DF,31-002,1.9,141,12,73,63,5,1,141,0,0,,0,,88,358,180,1,0,0,1,0,89,0,Matches,Parma,Serie-A
1655,Drissa Camara,ci CIV,"MF,FW",23-083,5.0,251,1,30,120,113,24,251,27,17,63.0,10,37.0,174,1222,648,18,10,10,14,3,173,35,Matches,Parma,Serie-A
1656,Leandro Chichizola,ar ARG,GK,35-046,1.0,54,45,53,1,0,0,54,0,0,,0,,30,156,107,0,0,0,0,0,31,0,Matches,Parma,Serie-A
1657,Mateusz Kowalski,pl POL,MF,19-295,0.6,18,1,2,10,6,2,18,0,0,,0,,9,31,10,0,0,0,2,2,14,2,Matches,Parma,Serie-A
1658,Gabriel Charpentier,cg CGO,FW,25-360,3.0,111,7,22,35,58,12,111,6,2,33.3,3,50.0,55,337,138,6,4,2,16,4,64,16,Matches,Parma,Serie-A
1659,Mathias Løvik,no NOR,"DF,FW",21-157,1.0,67,5,18,31,19,2,67,3,1,33.3,2,66.7,41,165,56,0,1,0,5,1,45,6,Matches,Parma,Serie-A
1660,Wylan Cyprien,fr FRA,MF,30-104,0.3,28,2,8,11,9,1,28,0,0,,0,,11,46,33,1,1,1,0,0,15,0,Matches,Parma,Serie-A
1661,Obite N'Dicka,ci CIV,DF,25-265,35.0,2624,329,1250,1305,80,25,2624,3,0,0.0,2,66.7,1591,8169,3787,27,17,0,18,3,1905,5,Matches,Roma,Serie-A
1662,Mile Svilar,rs SRB,GK,25-258,35.0,1397,1126,1390,6,1,1,1397,0,0,,0,,866,4345,2442,0,0,0,0,1,804,0,Matches,Roma,Serie-A
1663,Angeliño,es ESP,DF,28-128,32.3,2106,93,600,987,535,39,2106,25,10,40.0,11,44.0,1102,5221,2809,54,45,9,26,9,1366,145,Matches,Roma,Serie-A
1664,Gianluca Mancini,it ITA,DF,29-025,31.9,2070,159,823,1050,204,40,2070,8,1,12.5,3,37.5,1235,5413,3096,44,43,3,10,8,1491,23,Matches,Roma,Serie-A
1665,Manu Koné,fr FRA,MF,23-360,25.6,1412,30,221,889,329,33,1412,59,22,37.3,24,40.7,899,5453,2525,55,54,12,49,42,1067,42,Matches,Roma,Serie-A
1666,Artem Dovbyk,ua UKR,FW,27-325,25.9,628,15,28,247,354,145,626,18,7,38.9,11,61.1,338,1282,437,24,8,14,78,31,483,169,Matches,Roma,Serie-A
1667,Zeki Çelik,tr TUR,DF,28-084,22.1,1425,79,408,727,301,32,1425,13,8,61.5,3,23.1,716,3258,1594,25,23,1,18,6,890,81,Matches,Roma,Serie-A
1668,Bryan Cristante,it ITA,MF,30-070,19.7,1328,49,228,887,219,34,1328,10,5,50.0,4,40.0,734,3839,1871,21,24,2,21,12,944,30,Matches,Roma,Serie-A
1669,Lorenzo Pellegrini,it ITA,MF,28-327,18.1,825,21,108,400,328,53,824,27,11,40.7,16,59.3,463,2834,1185,27,27,5,26,16,589,82,Matches,Roma,Serie-A
1670,Matìas Soulé,ar ARG,"MF,FW",22-027,16.9,1097,19,120,415,572,65,1097,89,28,31.5,45,50.6,680,4036,2079,70,49,26,51,30,788,156,Matches,Roma,Serie-A
1671,Paulo Dybala,ar ARG,"FW,MF",31-178,15.7,909,6,67,415,439,75,906,43,11,25.6,17,39.5,595,3180,1472,41,42,17,40,28,709,122,Matches,Roma,Serie-A
1672,Alexis Saelemaekers,be BEL,"DF,FW",25-319,13.5,834,11,134,351,358,34,834,46,18,39.1,25,54.3,506,2645,1383,36,30,11,34,12,626,117,Matches,Roma,Serie-A
1673,Leandro Paredes,ar ARG,MF,30-317,13.4,1230,68,325,731,183,3,1229,3,3,100.0,0,0.0,716,3621,1800,15,15,0,5,1,880,12,Matches,Roma,Serie-A
1674,Stephan El Shaarawy,it ITA,"DF,MF",32-197,11.8,613,14,89,249,290,43,613,36,17,47.2,13,36.1,365,2480,1182,41,36,12,21,10,409,76,Matches,Roma,Serie-A
1675,Niccolò Pisilli,it ITA,MF,20-231,13.5,711,19,98,416,202,33,711,14,5,35.7,6,42.9,387,1885,920,22,16,6,26,15,505,44,Matches,Roma,Serie-A
1676,Mats Hummels,de GER,DF,36-147,10.2,559,57,221,313,29,10,559,6,4,66.7,2,33.3,278,1305,636,4,9,0,0,1,322,1,Matches,Roma,Serie-A
1677,Eldor Shomurodov,uz UZB,"FW,MF",29-317,9.5,382,1,22,157,208,47,382,22,5,22.7,16,72.7,205,996,433,17,16,8,42,16,288,56,Matches,Roma,Serie-A
1678,Tommaso Baldanzi,it ITA,"MF,FW",22-050,9.1,462,5,42,186,244,38,462,39,17,43.6,21,53.8,284,1932,976,38,30,10,16,9,327,57,Matches,Roma,Serie-A
1679,Nicola Zalewski,pl POL,"DF,FW",23-109,5.9,325,9,53,122,155,15,325,16,2,12.5,13,81.3,193,1581,818,31,18,6,8,4,221,54,Matches,Roma,Serie-A
1680,Devyne Rensch,nl NED,DF,22-114,4.2,275,13,75,135,65,7,275,2,0,0.0,0,0.0,136,499,197,2,5,1,3,2,177,24,Matches,Roma,Serie-A
1681,Enzo Le Fée,fr FRA,MF,25-098,3.5,297,6,46,189,66,6,297,8,4,50.0,2,25.0,204,1198,684,15,12,1,4,4,221,3,Matches,Roma,Serie-A
1682,Mario Hermoso,es ESP,DF,29-328,2.8,227,24,97,113,18,1,227,3,2,66.7,1,33.3,104,455,250,3,1,0,0,1,163,5,Matches,Roma,Serie-A
1683,Lucas Gourna-Douath,fr FRA,MF,21-280,2.4,139,1,24,84,33,3,139,5,2,40.0,2,40.0,68,284,145,3,2,1,1,5,97,8,Matches,Roma,Serie-A
1684,Saud Abdulhamid,sa KSA,DF,25-298,2.3,157,0,27,75,56,7,157,8,3,37.5,2,25.0,90,399,175,6,2,2,5,1,108,26,Matches,Roma,Serie-A
1685,Anass Salah-Eddine,nl NED,DF,23-114,1.7,117,3,25,45,49,4,117,3,0,0.0,3,100.0,61,431,283,8,5,2,2,1,86,15,Matches,Roma,Serie-A
1686,Victor Nelsson,dk DEN,DF,26-210,2.1,141,6,61,73,8,2,141,1,1,100.0,0,0.0,66,269,149,0,0,0,4,0,99,0,Matches,Roma,Serie-A
1687,Samuel Dahl,se SWE,"DF,MF",25-069,0.5,37,0,3,16,18,0,37,1,0,0.0,1,100.0,21,117,35,1,2,0,1,0,25,4,Matches,Roma,Serie-A
1688,Tammy Abraham,eng ENG,FW,27-222,0.0,4,0,0,2,2,1,4,0,0,,0,,3,2,1,0,0,0,1,0,4,2,Matches,Roma,Serie-A
1689,Vanja Milinković-Savić,rs SRB,GK,28-081,35.0,1647,1138,1615,33,0,0,1647,0,0,,0,,1058,5709,3599,0,0,0,1,1,841,0,Matches,Torino,Serie-A
1690,Saúl Coco,gq EQG,DF,26-092,31.6,1879,241,863,961,65,17,1879,9,7,77.8,2,22.2,1135,5790,3043,17,8,0,13,2,1227,3,Matches,Torino,Serie-A
1691,Samuele Ricci,it ITA,MF,23-264,29.8,1482,75,323,902,273,19,1482,22,6,27.3,13,59.1,887,5081,2406,40,37,6,33,17,989,27,Matches,Torino,Serie-A
1692,Che Adams,sct SCO,FW,28-303,27.5,751,17,51,366,343,96,750,37,11,29.7,22,59.5,480,1987,693,22,18,8,59,32,588,144,Matches,Torino,Serie-A
1693,Guillermo Maripán,cl CHI,DF,31-006,24.0,1511,152,725,747,51,23,1511,8,2,25.0,6,75.0,894,4407,2326,12,9,2,18,4,956,8,Matches,Torino,Serie-A
1694,Valentino Lazaro,at AUT,"DF,FW",29-049,23.9,1282,51,226,573,494,27,1282,34,13,38.2,18,52.9,675,2877,1317,34,33,6,32,13,801,118,Matches,Torino,Serie-A
1695,Nikola Vlašić,hr CRO,"MF,FW",27-220,21.7,928,14,104,441,403,55,926,47,24,51.1,21,44.7,569,3181,1589,51,38,11,42,38,669,107,Matches,Torino,Serie-A
1696,Sebastian Walukiewicz,pl POL,DF,25-037,18.2,1103,66,356,582,176,9,1103,22,6,27.3,14,63.6,548,2552,1385,24,11,0,9,5,682,31,Matches,Torino,Serie-A
1697,Adam Masina,ma MAR,DF,31-130,19.5,1349,161,582,694,77,12,1349,10,4,40.0,6,60.0,776,3548,1928,13,8,1,10,8,876,8,Matches,Torino,Serie-A
1698,Karol Linetty,pl POL,MF,30-099,16.9,729,48,186,428,127,13,729,21,7,33.3,12,57.1,396,1992,870,18,21,2,17,9,449,19,Matches,Torino,Serie-A
1699,Antonio Sanabria,py PAR,FW,29-069,14.4,367,16,43,194,135,33,366,10,5,50.0,5,50.0,224,890,220,6,6,1,31,23,293,54,Matches,Torino,Serie-A
1700,Marcus Pedersen,no NOR,DF,24-300,15.1,650,27,149,261,249,27,650,25,7,28.0,18,72.0,364,2329,1118,44,24,9,22,12,390,77,Matches,Torino,Serie-A
1701,Gvidas Gineitis,lt LTU,MF,21-027,14.9,673,34,134,311,235,22,673,15,7,46.7,5,33.3,360,1621,803,15,9,4,22,8,395,42,Matches,Torino,Serie-A
1702,Borna Sosa,hr CRO,DF,27-111,13.1,781,29,222,372,193,14,781,7,3,42.9,2,28.6,417,2251,866,13,15,1,9,1,454,49,Matches,Torino,Serie-A
1703,Mërgim Vojvoda,xk KVX,DF,30-100,12.3,875,43,292,440,147,6,875,11,6,54.5,3,27.3,577,2761,1300,18,12,1,8,8,606,34,Matches,Torino,Serie-A
1704,Cristiano Biraghi,it ITA,DF,32-253,10.9,694,41,172,309,219,12,694,8,0,0.0,7,87.5,335,1537,769,19,16,1,9,2,377,37,Matches,Torino,Serie-A
1705,Elif Elmas,mk MKD,"FW,MF",25-230,10.5,396,5,36,174,192,33,396,37,14,37.8,19,51.4,267,1999,1002,34,24,12,19,9,287,51,Matches,Torino,Serie-A
1706,Cesare Casadei,it ITA,MF,22-122,9.7,433,27,90,259,88,21,433,10,7,70.0,2,20.0,231,1481,618,15,7,1,17,8,301,12,Matches,Torino,Serie-A
1707,Yann Karamoh,fr FRA,"MF,FW",26-308,11.6,412,8,49,161,205,49,412,38,12,31.6,22,57.9,292,2054,1023,37,27,21,26,26,328,80,Matches,Torino,Serie-A
1708,Ivan Ilić,rs SRB,MF,24-056,10.0,604,12,71,363,174,11,604,15,6,40.0,4,26.7,404,2187,974,24,18,1,19,9,463,41,Matches,Torino,Serie-A
1709,Adrien Tameze,cm CMR,"MF,DF",31-097,7.2,368,15,89,180,99,13,368,15,4,26.7,8,53.3,214,1291,611,16,9,0,10,3,257,21,Matches,Torino,Serie-A
1710,Duván Zapata,co COL,FW,34-041,6.5,192,11,25,72,96,39,192,9,1,11.1,7,77.8,104,470,207,6,4,4,9,8,141,36,Matches,Torino,Serie-A
1711,Ali Dembélé,fr FRA,DF,21-127,2.7,149,7,48,62,40,7,149,4,1,25.0,3,75.0,67,293,147,5,3,1,5,4,78,3,Matches,Torino,Serie-A
1712,Alberto Paleari,it ITA,GK,32-256,1.0,37,29,37,0,0,0,37,0,0,,0,,23,111,65,0,0,0,0,0,15,0,Matches,Torino,Serie-A
1713,Raoul Bellanova,it ITA,DF,24-360,1.0,51,5,19,19,13,1,51,1,0,0.0,1,100.0,34,228,127,4,3,0,1,0,33,5,Matches,Torino,Serie-A
1714,Eybi Nije,se SWE,"FW,MF",19-363,4.4,167,2,21,61,86,14,167,19,7,36.8,11,57.9,108,748,276,10,7,5,14,9,115,26,Matches,Torino,Serie-A
1715,Sergiu Perciun,md MDA,"FW,MF",19-019,1.0,47,2,6,19,22,3,47,3,1,33.3,1,33.3,32,168,71,1,0,1,2,0,32,6,Matches,Torino,Serie-A
1716,Alessio Cacciamani,it ITA,DF,17-317,0.1,9,0,2,2,5,1,9,1,1,100.0,0,0.0,7,58,43,2,0,1,0,0,6,1,Matches,Torino,Serie-A
1717,Saba Sazonov,ge GEO,DF,23-100,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,Torino,Serie-A
1718,Aaron Ciammaglichella,it ITA,MF,20-106,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,Torino,Serie-A
1719,Jesper Karlström,se SWE,MF,29-325,33.4,1808,96,508,1099,218,22,1808,15,6,40.0,9,60.0,959,4693,2137,22,25,4,31,17,1147,42,Matches,Udinese,Serie-A
1720,Jaka Bijol,si SVN,DF,26-096,32.5,2038,263,1035,940,82,48,2038,3,2,66.7,1,33.3,1182,7065,4245,22,12,1,16,1,1307,9,Matches,Udinese,Serie-A
1721,Sandi Lovrić,si SVN,MF,27-045,25.0,1241,39,232,636,398,38,1241,48,21,43.8,25,52.1,665,4266,1964,60,45,7,51,28,775,71,Matches,Udinese,Serie-A
1722,Kingsley Ehizibue,nl NED,DF,29-352,25.8,1178,73,354,483,354,34,1178,29,11,37.9,15,51.7,539,2797,1434,52,32,9,26,20,591,113,Matches,Udinese,Serie-A
1723,Lorenzo Lucca,it ITA,FW,24-244,25.3,618,25,52,324,251,106,617,25,12,48.0,11,44.0,336,1487,470,15,16,9,68,28,461,95,Matches,Udinese,Serie-A
1724,Hassane Kamara,ci CIV,DF,31-068,21.9,1236,57,359,509,383,24,1236,46,18,39.1,21,45.7,618,3311,1617,52,37,5,24,10,703,103,Matches,Udinese,Serie-A
1725,Florian Thauvin,fr FRA,"FW,MF",32-106,21.7,1062,8,105,432,537,82,1059,92,39,42.4,47,51.1,682,5087,2388,92,53,34,60,38,790,148,Matches,Udinese,Serie-A
1726,Maduka Okoye,ng NGA,GK,25-257,23.0,853,686,844,9,0,0,853,0,0,,0,,540,2465,1274,0,0,0,0,0,509,0,Matches,Udinese,Serie-A
1727,Jurgen Ekkelenkamp,nl NED,MF,25-037,19.2,819,24,139,424,268,37,819,26,8,30.8,15,57.7,433,2261,1142,31,25,4,21,6,527,76,Matches,Udinese,Serie-A
1728,Thomas Kristensen,dk DEN,DF,23-115,18.5,1095,94,437,595,74,13,1095,13,10,76.9,3,23.1,595,3066,1723,18,12,1,15,9,663,18,Matches,Udinese,Serie-A
1729,Oumar Solet,fr FRA,DF,25-094,16.6,1235,149,553,602,96,15,1235,30,24,80.0,5,16.7,759,3758,2002,18,13,2,14,9,827,4,Matches,Udinese,Serie-A
1730,Martín Payero,ar ARG,MF,26-243,15.3,649,12,86,351,230,26,649,70,30,42.9,31,44.3,368,2284,1094,33,35,6,27,13,390,44,Matches,Udinese,Serie-A
1731,Jordan Zemura,zw ZIM,DF,25-179,14.0,732,33,205,305,231,20,732,44,20,45.5,21,47.7,371,2010,1000,24,18,3,21,14,403,73,Matches,Udinese,Serie-A
1732,Razvan Sava,ro ROU,GK,22-325,12.0,423,345,423,0,0,0,423,0,0,,0,,262,1182,698,0,0,0,1,0,236,0,Matches,Udinese,Serie-A
1733,Arthur Atta,fr FRA,"MF,FW",22-118,13.1,767,19,118,393,272,35,767,56,25,44.6,27,48.2,483,3056,1169,29,28,9,34,18,557,75,Matches,Udinese,Serie-A
1734,Lautaro Gianetti,ar ARG,DF,31-180,9.6,491,102,282,193,18,8,491,2,0,0.0,2,100.0,204,849,259,0,1,1,2,0,253,3,Matches,Udinese,Serie-A
1735,Souleymane Touré,fr FRA,DF,22-045,8.1,585,57,260,282,45,10,585,10,5,50.0,4,40.0,378,1752,831,6,5,1,7,0,424,3,Matches,Udinese,Serie-A
